flow,voltage,label
0.0,0.0,0
34.43,11.43,2
13.62,11.56,2
0.0,0.0,0
243.41,7.49,1
0.0,0.0,0
92.93,7.75,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
10.7,8.31,2
0.0,0.0,0
258.74,7.0,1
224.97,5.34,1
98.58,6.21,1
241.61,7.79,1
32.62,11.89,2
0.0,0.0,0
0.0,0.0,0
110.9,5.06,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
291.88,6.35,1
0.0,0.0,0
2.51,8.8,2
0.0,0.0,0
0.0,0.0,0
30.35,11.61,2
0.0,0.0,0
28.74,10.9,2
8.55,8.06,2
8.59,11.17,2
127.33,7.04,1
35.83,8.41,2
74.68,5.78,1
37.09,8.49,2
0.0,0.0,0
0.0,0.0,0
91.79,5.89,1
6.3,10.47,2
0.0,0.0,0
42.91,8.84,2
49.6,8.92,2
42.93,8.68,2
9.27,10.53,2
29.14,8.02,2
0.0,0.0,0
0.0,0.0,0
108.05,7.5,1
36.01,10.53,2
36.9,11.78,2
31.34,10.14,2
17.1,8.89,2
179.6,5.67,1
30.74,8.1,2
153.06,7.1,1
13.86,11.59,2
77.51,7.6,1
14.38,8.62,2
41.64,8.83,2
27.58,8.39,2
27.76,9.45,2
0.0,0.0,0
153.99,5.37,1
209.57,5.87,1
220.28,5.83,1
34.01,11.22,2
17.72,8.76,2
64.1,6.72,1
13.86,8.1,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
88.21,5.01,1
0.0,0.0,0
13.49,9.46,2
0.0,0.0,0
28.0,10.19,2
63.21,5.86,1
40.24,9.78,2
6.09,11.45,2
285.21,7.19,1
0.0,0.0,0
22.1,9.76,2
288.0,5.91,1
14.32,8.45,2
33.6,11.89,2
110.67,7.77,1
110.49,6.18,1
65.74,5.03,1
111.36,6.64,1
272.31,5.66,1
195.92,5.97,1
282.5,7.74,1
133.87,6.97,1
296.73,7.96,1
45.0,8.45,2
14.03,10.9,2
44.59,11.09,2
68.69,7.26,1
178.7,7.24,1
229.96,5.9,1
11.05,11.44,2
203.85,6.79,1
0.0,0.0,0
0.0,0.0,0
219.41,7.45,1
48.46,8.21,2
48.71,9.48,2
85.0,5.73,1
0.0,0.0,0
0.0,0.0,0
6.6,9.27,2
0.0,0.0,0
197.05,7.89,1
0.0,0.0,0
188.94,5.38,1
35.86,11.18,2
46.65,11.43,2
131.12,6.54,1
20.06,9.76,2
0.0,0.0,0
0.0,0.0,0
145.21,5.66,1
226.84,7.11,1
160.62,7.4,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
273.87,6.15,1
10.23,11.31,2
83.62,5.2,1
17.6,10.69,2
16.63,11.02,2
0.0,0.0,0
0.0,0.0,0
38.55,8.92,2
45.82,11.19,2
0.0,0.0,0
290.73,5.23,1
194.38,5.0,1
221.26,6.38,1
10.58,11.84,2
25.11,10.93,2
0.0,0.0,0
0.1,8.3,2
234.52,6.15,1
294.57,5.49,1
47.2,10.14,2
0.0,0.0,0
216.97,6.19,1
0.0,0.0,0
36.84,10.11,2
0.0,0.0,0
27.93,10.29,2
28.26,8.86,2
63.29,5.49,1
94.31,5.67,1
15.27,11.63,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
186.96,6.56,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
14.48,11.82,2
273.82,7.84,1
0.0,0.0,0
0.0,0.0,0
18.48,10.89,2
86.53,5.63,1
0.0,0.0,0
0.0,0.0,0
34.8,8.43,2
0.0,0.0,0
11.11,11.03,2
39.23,8.85,2
106.4,7.79,1
27.74,11.92,2
101.99,5.34,1
0.0,0.0,0
66.38,6.04,1
239.86,5.68,1
265.78,5.04,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
106.5,6.98,1
2.47,10.04,2
77.39,5.1,1
43.46,9.14,2
0.0,0.0,0
30.61,9.18,2
110.07,5.28,1
17.49,11.51,2
223.03,6.99,1
41.69,11.63,2
0.0,0.0,0
0.0,0.0,0
11.2,8.53,2
214.89,7.46,1
23.36,11.32,2
28.98,9.5,2
130.02,7.59,1
150.61,5.85,1
34.67,8.7,2
25.46,8.59,2
160.32,5.45,1
0.0,0.0,0
39.98,10.33,2
137.13,5.37,1
2.24,11.4,2
130.16,6.84,1
299.93,6.81,1
12.58,11.11,2
36.91,10.75,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
12.38,9.27,2
71.19,7.5,1
225.42,5.61,1
0.0,0.0,0
197.05,7.85,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
5.03,8.2,2
0.0,0.0,0
156.23,7.65,1
268.48,7.21,1
105.22,6.64,1
0.0,0.0,0
36.3,9.83,2
185.88,5.02,1
90.17,7.93,1
27.4,11.93,2
10.27,8.2,2
26.91,10.21,2
17.55,10.62,2
18.03,10.3,2
134.47,6.6,1
7.33,10.12,2
0.0,0.0,0
8.85,11.6,2
65.07,7.5,1
0.0,0.0,0
246.65,6.07,1
25.4,9.81,2
182.28,6.18,1
83.11,5.33,1
182.52,6.76,1
3.09,11.07,2
0.0,0.0,0
5.14,10.12,2
196.69,6.07,1
36.15,10.04,2
0.0,0.0,0
0.0,0.0,0
21.23,8.61,2
0.0,0.0,0
18.87,8.72,2
0.0,0.0,0
8.03,9.96,2
8.2,9.02,2
41.78,10.43,2
87.67,5.49,1
0.0,0.0,0
0.0,0.0,0
291.02,6.63,1
0.0,0.0,0
0.0,0.0,0
289.27,6.75,1
0.0,0.0,0
285.34,6.85,1
0.0,0.0,0
29.16,8.79,2
2.57,10.18,2
282.49,7.52,1
42.97,8.59,2
0.0,0.0,0
24.12,9.37,2
0.0,0.0,0
0.0,0.0,0
22.43,10.41,2
28.13,11.61,2
270.45,7.13,1
0.0,0.0,0
25.99,11.95,2
28.45,10.91,2
96.79,7.85,1
144.45,6.6,1
14.78,10.42,2
23.33,10.51,2
34.88,11.93,2
233.59,6.83,1
0.0,0.0,0
5.56,10.29,2
37.02,8.35,2
15.27,8.19,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
132.63,7.05,1
105.91,6.72,1
31.54,11.3,2
0.0,0.0,0
46.06,10.79,2
24.14,11.87,2
255.66,5.57,1
260.86,6.28,1
197.4,7.72,1
0.0,0.0,0
269.14,6.84,1
97.27,6.85,1
37.27,9.29,2
124.32,7.97,1
0.0,0.0,0
0.0,0.0,0
34.92,8.06,2
20.13,10.69,2
35.15,8.99,2
0.0,0.0,0
0.0,0.0,0
36.76,8.77,2
13.39,9.4,2
152.65,7.32,1
130.44,5.71,1
256.52,7.75,1
0.0,0.0,0
27.27,9.91,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
4.53,9.64,2
276.55,5.04,1
17.85,11.1,2
113.74,5.35,1
40.74,9.0,2
0.0,0.0,0
162.33,7.49,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.56,9.02,2
117.5,5.42,1
155.35,5.66,1
0.0,0.0,0
33.12,10.44,2
0.0,0.0,0
9.46,11.63,2
0.0,0.0,0
0.0,0.0,0
262.57,7.61,1
10.86,11.59,2
36.36,8.23,2
64.05,6.7,1
170.31,6.78,1
61.68,7.27,1
0.0,0.0,0
39.57,8.65,2
0.0,0.0,0
38.33,9.24,2
14.09,9.58,2
44.36,11.02,2
16.21,10.93,2
9.38,11.1,2
46.68,11.4,2
195.79,7.42,1
61.37,7.73,1
0.0,0.0,0
26.62,8.07,2
0.0,0.0,0
89.89,5.72,1
0.0,0.0,0
0.0,0.0,0
98.1,7.41,1
262.0,7.22,1
93.32,7.7,1
4.73,11.03,2
64.15,7.35,1
0.0,0.0,0
0.0,0.0,0
37.03,9.12,2
26.71,10.56,2
7.75,9.25,2
0.0,0.0,0
0.0,0.0,0
26.85,11.16,2
243.72,6.69,1
151.22,5.78,1
45.8,10.39,2
296.91,7.24,1
43.41,8.58,2
0.0,0.0,0
0.0,0.0,0
41.22,9.89,2
231.18,7.1,1
19.52,8.98,2
16.36,9.15,2
2.69,9.26,2
125.09,5.72,1
0.0,0.0,0
176.42,7.6,1
115.51,5.93,1
0.0,0.0,0
216.07,5.87,1
0.0,0.0,0
40.51,10.65,2
173.61,5.14,1
223.2,5.71,1
0.0,0.0,0
0.0,0.0,0
25.67,11.09,2
3.31,8.53,2
168.72,7.64,1
42.8,10.03,2
275.62,6.81,1
120.44,5.21,1
0.0,0.0,0
61.66,7.29,1
280.73,6.83,1
0.0,0.0,0
147.63,5.48,1
175.53,5.28,1
0.0,0.0,0
157.09,6.88,1
197.95,6.19,1
26.8,11.47,2
8.49,9.97,2
281.77,7.78,1
154.41,7.96,1
73.67,7.9,1
0.0,0.0,0
173.44,7.86,1
0.0,0.0,0
0.0,0.0,0
128.16,6.34,1
93.78,7.28,1
87.89,6.22,1
34.52,11.2,2
20.81,11.39,2
148.01,5.7,1
0.0,0.0,0
163.36,6.64,1
0.0,0.0,0
48.58,11.55,2
0.0,0.0,0
207.11,7.64,1
0.0,0.0,0
118.58,7.03,1
160.08,6.14,1
22.87,11.2,2
285.31,5.58,1
9.47,8.62,2
249.38,6.21,1
146.34,5.25,1
0.0,0.0,0
207.65,6.0,1
294.4,6.23,1
0.0,0.0,0
0.0,0.0,0
164.69,7.4,1
0.0,0.0,0
243.61,5.59,1
0.0,0.0,0
193.41,5.55,1
265.55,6.18,1
178.65,5.92,1
27.38,8.27,2
74.05,6.59,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
45.0,10.51,2
292.98,7.37,1
98.93,6.7,1
179.38,6.46,1
18.06,11.79,2
0.0,0.0,0
244.33,5.01,1
41.21,8.09,2
275.68,7.88,1
0.0,0.0,0
0.0,0.0,0
14.54,8.61,2
13.73,8.05,2
131.34,7.42,1
19.16,11.22,2
37.7,8.59,2
15.85,11.76,2
12.12,11.45,2
32.2,11.95,2
14.61,10.67,2
0.0,0.0,0
0.0,0.0,0
8.39,8.13,2
188.92,7.16,1
89.42,6.9,1
43.74,10.04,2
101.59,5.94,1
33.03,9.79,2
0.0,0.0,0
0.0,0.0,0
42.53,11.55,2
250.21,7.15,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
127.32,6.77,1
49.02,11.66,2
8.85,8.61,2
132.73,6.25,1
108.11,7.91,1
16.4,8.2,2
0.0,0.0,0
0.0,0.0,0
33.01,9.75,2
0.0,0.0,0
13.07,9.3,2
0.0,0.0,0
164.69,7.69,1
30.52,8.2,2
0.0,0.0,0
266.59,5.03,1
227.63,5.36,1
222.81,5.61,1
79.23,5.66,1
0.0,0.0,0
0.0,0.0,0
234.81,5.87,1
28.3,8.86,2
297.05,5.28,1
0.0,0.0,0
38.27,9.0,2
13.71,11.59,2
0.0,0.0,0
0.0,0.0,0
23.48,11.33,2
48.38,9.93,2
261.57,7.73,1
33.22,11.7,2
235.03,5.78,1
117.51,5.75,1
9.16,10.04,2
14.88,10.56,2
0.0,0.0,0
199.17,5.6,1
132.34,7.21,1
0.0,0.0,0
36.94,10.53,2
105.44,7.56,1
40.88,10.39,2
82.47,5.33,1
145.68,7.79,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
1.26,11.45,2
231.59,6.45,1
74.86,7.19,1
35.33,8.32,2
288.82,5.73,1
0.0,0.0,0
0.0,0.0,0
43.16,11.76,2
0.0,0.0,0
0.0,0.0,0
26.98,10.0,2
91.06,6.92,1
238.8,5.34,1
220.89,7.9,1
29.64,9.0,2
0.0,0.0,0
0.0,0.0,0
279.94,7.73,1
191.12,5.84,1
279.64,6.7,1
0.0,0.0,0
292.34,6.77,1
69.85,5.07,1
135.93,6.06,1
0.0,0.0,0
0.0,0.0,0
153.73,5.89,1
269.91,6.04,1
7.87,11.3,2
17.99,10.71,2
157.48,7.02,1
44.69,9.83,2
0.0,0.0,0
25.41,11.54,2
0.0,0.0,0
0.0,0.0,0
27.9,11.24,2
0.0,0.0,0
0.0,0.0,0
17.09,9.54,2
14.52,9.37,2
0.0,0.0,0
186.81,5.07,1
181.78,6.54,1
22.64,8.94,2
11.99,9.87,2
233.64,6.06,1
0.0,0.0,0
12.59,9.61,2
37.65,8.93,2
73.81,5.99,1
0.0,0.0,0
47.98,9.45,2
7.31,11.21,2
47.0,10.0,2
10.02,11.44,2
86.65,7.07,1
170.27,7.27,1
0.0,0.0,0
0.0,0.0,0
71.95,7.25,1
0.0,0.0,0
0.0,0.0,0
179.27,6.69,1
42.45,10.23,2
117.09,6.94,1
16.96,8.06,2
0.0,0.0,0
45.43,11.45,2
113.72,5.13,1
0.0,0.0,0
0.0,0.0,0
22.24,9.24,2
0.0,0.0,0
0.0,0.0,0
21.5,10.93,2
0.0,0.0,0
45.77,11.97,2
29.76,8.53,2
0.0,0.0,0
0.0,0.0,0
41.22,8.1,2
238.47,7.13,1
260.52,7.52,1
3.35,8.18,2
268.18,6.95,1
0.0,0.0,0
195.61,5.14,1
0.0,0.0,0
0.0,0.0,0
67.75,7.47,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
235.71,7.42,1
23.23,8.26,2
23.75,11.1,2
0.0,0.0,0
0.0,0.0,0
226.63,5.88,1
266.42,7.38,1
168.59,5.87,1
22.02,9.18,2
0.0,0.0,0
0.0,0.0,0
178.87,5.87,1
32.92,10.93,2
22.51,10.66,2
18.48,8.65,2
38.08,9.02,2
257.29,6.36,1
120.28,5.09,1
37.71,9.74,2
21.2,8.89,2
91.1,7.41,1
7.65,10.93,2
150.76,5.69,1
17.08,9.67,2
267.46,5.52,1
0.0,0.0,0
0.0,0.0,0
236.27,5.82,1
29.1,11.65,2
267.33,5.88,1
0.0,0.0,0
128.37,5.1,1
0.0,0.0,0
0.0,0.0,0
87.94,5.84,1
42.92,8.19,2
0.0,0.0,0
0.0,0.0,0
5.79,9.45,2
26.8,11.15,2
20.29,10.6,2
0.0,0.0,0
0.12,9.22,2
0.0,0.0,0
70.82,7.41,1
261.79,5.37,1
34.45,10.95,2
0.0,0.0,0
0.0,0.0,0
258.5,7.13,1
0.0,0.0,0
0.0,0.0,0
35.41,9.38,2
15.81,9.38,2
239.9,7.84,1
298.05,5.94,1
41.43,11.11,2
0.62,8.05,2
34.85,11.2,2
0.0,0.0,0
104.91,7.25,1
158.86,5.62,1
184.74,7.69,1
0.0,0.0,0
195.86,7.13,1
48.51,8.52,2
0.0,0.0,0
39.71,10.54,2
240.64,6.95,1
0.42,11.21,2
0.0,0.0,0
5.22,8.84,2
0.0,0.0,0
0.0,0.0,0
32.26,8.38,2
121.98,6.08,1
122.5,7.03,1
0.0,0.0,0
6.68,9.8,2
15.13,8.57,2
259.86,6.05,1
15.96,8.62,2
14.6,9.47,2
214.93,6.16,1
182.78,7.49,1
227.95,5.84,1
39.02,10.73,2
40.52,10.56,2
232.81,5.76,1
0.0,0.0,0
47.84,9.85,2
0.0,0.0,0
77.82,7.02,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
32.45,10.78,2
48.78,8.23,2
0.0,0.0,0
49.95,10.59,2
42.04,9.49,2
0.0,0.0,0
3.14,10.99,2
214.87,7.16,1
72.9,7.58,1
8.52,9.05,2
16.37,11.96,2
39.87,10.77,2
137.19,7.08,1
0.0,0.0,0
45.5,11.65,2
20.94,9.6,2
119.85,6.5,1
0.0,0.0,0
0.0,0.0,0
262.0,7.47,1
47.51,8.21,2
8.28,10.26,2
0.0,0.0,0
0.0,0.0,0
7.87,9.82,2
177.14,7.99,1
0.0,0.0,0
230.57,7.84,1
229.09,6.1,1
15.95,10.55,2
0.0,0.0,0
11.19,8.6,2
43.73,9.09,2
1.55,8.78,2
119.56,5.79,1
2.09,8.81,2
274.05,7.36,1
46.37,10.44,2
26.33,8.33,2
22.8,10.23,2
0.0,0.0,0
48.04,11.84,2
261.99,6.35,1
0.0,0.0,0
26.05,11.52,2
183.23,5.94,1
16.2,10.68,2
0.0,0.0,0
30.22,10.42,2
0.0,0.0,0
3.32,10.77,2
0.0,0.0,0
30.77,8.48,2
0.0,0.0,0
46.43,10.26,2
0.0,0.0,0
271.62,5.75,1
10.73,11.65,2
0.0,0.0,0
0.0,0.0,0
119.55,6.42,1
262.81,6.34,1
2.47,9.69,2
170.9,5.8,1
0.0,0.0,0
233.55,7.61,1
285.02,7.11,1
212.73,6.43,1
0.0,0.0,0
286.29,7.99,1
49.23,10.17,2
281.53,6.87,1
0.0,0.0,0
23.22,9.37,2
26.26,10.52,2
0.0,0.0,0
0.0,0.0,0
232.03,6.17,1
171.67,7.61,1
9.69,10.57,2
216.12,6.77,1
0.0,0.0,0
15.51,8.77,2
0.0,0.0,0
30.89,10.76,2
12.06,10.67,2
33.7,9.93,2
23.38,11.76,2
236.36,6.26,1
89.72,7.81,1
0.0,0.0,0
187.34,5.44,1
0.0,0.0,0
9.85,9.95,2
42.86,11.27,2
136.26,5.99,1
0.0,0.0,0
229.67,5.98,1
0.0,0.0,0
141.44,5.06,1
31.45,11.13,2
198.87,7.9,1
75.09,7.16,1
0.0,0.0,0
34.35,8.49,2
0.0,0.0,0
45.81,10.39,2
0.0,0.0,0
0.0,0.0,0
48.07,8.43,2
21.22,9.83,2
0.0,0.0,0
4.56,8.93,2
0.0,0.0,0
205.09,6.76,1
0.0,0.0,0
9.61,8.38,2
294.26,6.54,1
0.0,0.0,0
32.17,11.04,2
0.0,0.0,0
25.5,11.66,2
150.99,7.21,1
29.77,9.29,2
118.79,7.87,1
45.45,8.94,2
274.75,5.23,1
0.0,0.0,0
161.98,6.3,1
11.78,8.37,2
191.06,7.03,1
64.78,5.08,1
2.35,11.76,2
0.93,8.41,2
0.0,0.0,0
24.65,10.16,2
0.0,0.0,0
9.35,11.82,2
102.15,7.11,1
251.13,5.5,1
0.7,11.65,2
218.9,5.64,1
281.36,6.06,1
255.47,7.93,1
39.48,11.2,2
28.21,9.77,2
0.0,0.0,0
31.21,10.63,2
0.0,0.0,0
13.1,8.46,2
0.0,0.0,0
39.43,9.17,2
0.0,0.0,0
267.2,6.67,1
125.67,7.91,1
0.0,0.0,0
21.06,9.46,2
0.0,0.0,0
0.0,0.0,0
64.8,5.19,1
17.0,9.27,2
185.79,5.75,1
37.4,11.77,2
22.87,9.65,2
32.35,11.44,2
41.52,8.02,2
0.0,0.0,0
249.23,6.68,1
0.0,0.0,0
35.18,10.07,2
5.14,9.6,2
0.0,0.0,0
0.0,0.0,0
138.86,5.34,1
0.0,0.0,0
49.1,8.09,2
83.98,5.95,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
9.11,10.79,2
0.0,0.0,0
28.09,9.46,2
189.66,7.13,1
18.04,8.11,2
0.0,0.0,0
35.59,9.04,2
28.07,10.0,2
137.97,7.01,1
93.69,5.17,1
0.0,0.0,0
152.51,5.75,1
0.0,0.0,0
46.65,9.38,2
0.0,0.0,0
31.13,11.27,2
0.0,0.0,0
192.79,7.98,1
169.55,7.65,1
0.0,0.0,0
0.0,0.0,0
257.71,5.44,1
41.66,11.78,2
233.39,6.28,1
218.17,5.85,1
0.0,0.0,0
10.17,9.23,2
5.36,8.89,2
0.0,0.0,0
0.0,0.0,0
167.72,5.24,1
0.0,0.0,0
246.04,5.27,1
0.0,0.0,0
27.0,9.47,2
0.0,0.0,0
148.94,5.88,1
218.8,6.33,1
12.67,11.12,2
35.51,9.26,2
0.0,0.0,0
38.87,9.67,2
146.01,5.14,1
108.27,6.76,1
297.93,6.75,1
33.22,11.02,2
0.0,0.0,0
0.0,0.0,0
22.61,9.1,2
0.0,0.0,0
27.2,9.06,2
279.45,7.05,1
46.7,11.37,2
248.01,6.63,1
290.22,5.98,1
0.0,0.0,0
125.46,5.57,1
15.63,10.0,2
0.0,0.0,0
197.6,5.3,1
0.0,0.0,0
22.44,11.95,2
264.6,7.49,1
0.0,0.0,0
0.0,0.0,0
39.84,8.23,2
185.1,6.54,1
105.89,5.58,1
256.11,6.69,1
0.0,0.0,0
287.99,5.55,1
112.98,6.04,1
0.0,0.0,0
74.18,7.8,1
0.0,0.0,0
99.0,5.72,1
36.56,11.7,2
267.52,5.14,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
286.29,5.03,1
189.54,5.2,1
208.83,6.02,1
126.47,7.12,1
45.23,10.68,2
46.44,9.25,2
109.28,6.06,1
240.04,5.42,1
91.09,6.18,1
0.0,0.0,0
17.98,8.38,2
12.17,11.2,2
147.47,6.05,1
179.64,7.75,1
119.49,5.67,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
68.99,5.18,1
0.0,0.0,0
28.46,10.5,2
254.97,5.56,1
0.0,0.0,0
42.2,10.93,2
8.37,8.47,2
233.12,7.56,1
0.0,0.0,0
40.66,10.9,2
260.35,6.9,1
271.0,7.39,1
22.12,11.7,2
0.0,0.0,0
0.0,0.0,0
120.83,5.84,1
168.56,7.73,1
48.52,10.23,2
287.63,7.63,1
28.58,11.02,2
0.0,0.0,0
28.68,8.17,2
0.0,0.0,0
33.56,9.29,2
40.74,8.39,2
0.43,10.62,2
249.64,6.21,1
6.54,11.52,2
0.0,0.0,0
0.0,0.0,0
276.29,7.04,1
0.09,11.22,2
0.0,0.0,0
0.0,0.0,0
279.59,7.27,1
298.52,5.08,1
215.85,5.98,1
17.85,11.16,2
63.96,6.57,1
23.26,9.04,2
87.63,6.68,1
1.24,11.61,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
33.5,11.32,2
171.9,6.71,1
26.33,11.24,2
0.0,0.0,0
106.63,6.11,1
0.0,0.0,0
0.0,0.0,0
28.74,10.98,2
0.0,0.0,0
0.0,0.0,0
163.46,5.55,1
284.78,7.53,1
0.0,0.0,0
0.0,0.0,0
21.12,11.32,2
82.94,6.87,1
256.6,5.85,1
0.0,0.0,0
0.0,0.0,0
32.75,11.01,2
227.28,5.33,1
0.0,0.0,0
264.35,6.32,1
32.94,8.38,2
0.0,0.0,0
34.53,9.45,2
93.4,5.28,1
94.31,6.49,1
17.14,9.99,2
0.0,0.0,0
0.0,0.0,0
2.27,9.57,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
7.07,8.65,2
16.18,11.08,2
36.8,10.28,2
0.0,0.0,0
244.7,7.29,1
240.87,7.01,1
103.21,5.13,1
185.61,7.72,1
10.89,8.93,2
241.2,6.4,1
18.11,11.05,2
23.42,11.27,2
0.0,0.0,0
0.0,0.0,0
289.38,7.91,1
0.0,0.0,0
67.57,7.81,1
252.24,6.16,1
0.0,0.0,0
0.0,0.0,0
45.0,9.43,2
0.0,0.0,0
87.85,7.93,1
11.56,10.88,2
221.46,5.56,1
0.0,0.0,0
288.77,5.15,1
49.06,9.62,2
47.05,10.37,2
15.98,10.76,2
91.79,6.45,1
37.92,8.45,2
88.41,5.69,1
189.71,7.1,1
170.36,6.64,1
166.22,5.75,1
7.05,8.8,2
47.38,11.51,2
0.0,0.0,0
0.0,0.0,0
22.66,8.22,2
0.0,0.0,0
127.33,5.23,1
251.2,7.55,1
272.27,6.39,1
0.0,0.0,0
38.52,8.78,2
11.99,10.91,2
0.0,0.0,0
21.05,9.59,2
231.03,5.39,1
0.0,0.0,0
34.07,11.29,2
0.0,0.0,0
19.96,9.88,2
0.0,0.0,0
3.71,9.37,2
23.35,8.43,2
255.38,7.45,1
141.68,7.61,1
0.0,0.0,0
70.65,7.86,1
0.0,0.0,0
88.27,6.01,1
2.54,10.23,2
0.0,0.0,0
0.0,0.0,0
299.1,5.67,1
0.0,0.0,0
83.83,7.95,1
0.0,0.0,0
0.0,0.0,0
260.54,5.34,1
0.0,0.0,0
48.66,11.44,2
42.28,8.33,2
141.52,5.68,1
0.0,0.0,0
0.0,0.0,0
46.24,8.95,2
40.72,10.64,2
264.57,6.01,1
91.13,7.12,1
0.0,0.0,0
0.0,0.0,0
222.74,5.82,1
0.0,0.0,0
28.5,11.08,2
22.81,10.64,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
32.2,8.01,2
0.0,0.0,0
14.5,8.9,2
0.0,0.0,0
91.22,5.87,1
243.6,6.47,1
104.83,5.14,1
0.0,0.0,0
46.83,8.14,2
93.96,7.3,1
223.43,5.64,1
0.0,0.0,0
2.8,10.97,2
0.0,0.0,0
85.81,5.1,1
66.83,5.91,1
0.0,0.0,0
0.0,0.0,0
28.31,9.48,2
25.28,10.95,2
0.0,0.0,0
0.0,0.0,0
14.12,9.73,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
34.0,10.15,2
92.02,5.65,1
33.63,8.5,2
15.64,11.33,2
164.99,7.3,1
135.73,6.01,1
0.0,0.0,0
0.0,0.0,0
78.48,6.04,1
103.9,6.69,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
25.1,9.61,2
45.75,11.08,2
0.0,0.0,0
18.94,9.75,2
149.23,6.14,1
262.68,7.99,1
49.03,9.69,2
19.98,10.02,2
49.15,11.97,2
0.0,0.0,0
61.61,5.02,1
169.35,6.41,1
7.91,10.53,2
48.73,10.53,2
0.0,0.0,0
0.0,0.0,0
49.84,11.6,2
49.43,8.15,2
0.0,0.0,0
210.41,6.66,1
5.21,11.03,2
0.0,0.0,0
281.52,7.64,1
18.19,11.62,2
0.0,0.0,0
10.53,9.77,2
27.23,8.93,2
27.28,9.47,2
0.0,0.0,0
13.08,8.57,2
289.5,5.99,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
242.25,6.5,1
294.86,6.87,1
0.0,0.0,0
12.5,11.02,2
90.68,7.87,1
0.0,0.0,0
17.9,8.35,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
28.36,8.34,2
40.25,11.01,2
171.19,7.8,1
249.01,5.04,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
49.24,9.54,2
11.76,9.15,2
292.38,7.0,1
219.3,7.14,1
114.86,5.17,1
48.58,9.31,2
45.3,9.56,2
0.0,0.0,0
162.78,5.57,1
198.77,5.14,1
259.34,5.34,1
6.75,10.91,2
272.27,5.01,1
0.0,0.0,0
0.0,0.0,0
7.82,8.58,2
16.93,8.86,2
0.0,0.0,0
268.69,5.69,1
23.28,10.11,2
0.0,0.0,0
97.34,5.78,1
0.0,0.0,0
0.65,9.16,2
12.25,9.48,2
135.31,7.23,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
14.61,8.51,2
72.22,5.14,1
0.0,0.0,0
126.33,7.06,1
0.0,0.0,0
222.09,6.69,1
62.72,5.91,1
10.03,9.13,2
12.86,9.27,2
17.72,10.09,2
147.24,5.29,1
136.05,7.38,1
0.0,0.0,0
107.47,5.22,1
142.63,5.87,1
14.0,11.62,2
0.0,0.0,0
146.03,7.32,1
5.78,9.58,2
215.59,6.95,1
81.2,5.9,1
2.1,11.65,2
6.84,8.22,2
23.87,10.01,2
49.0,10.93,2
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
48.98,9.86,2
48.18,11.61,2
0.0,0.0,0
251.28,6.87,1
0.0,0.0,0
149.77,5.48,1
42.15,8.46,2
0.0,0.0,0
0.0,0.0,0
42.35,10.25,2
0.0,0.0,0
0.0,0.0,0
32.17,9.53,2
254.2,6.56,1
28.73,11.24,2
64.27,7.67,1
45.4,10.65,2
30.06,9.33,2
2.19,9.47,2
72.83,7.22,1
32.24,8.37,2
227.27,5.96,1
0.0,0.0,0
0.0,0.0,0
0.0,0.0,0
176.62,6.06,1
2.47,11.27,2
214.58,6.65,1
5.96,11.92,2
0.0,0.0,0
116.4,5.47,1
0.0,0.0,0
41.12,10.99,2
69.91,6.91,1
0.0,0.0,0
215.11,7.07,1
12.44,11.83,2
0.0,0.0,0
8.77,8.66,2
